pv,frame_interval_sec
13ARV240:image1:ArrayData,0.8689863681793213
13ARV240:image1:ArrayData,0.9859483242034912
13ARV240:image1:ArrayData,0.9941515922546387
13ARV240:image1:ArrayData,1.0161855220794678
13ARV240:image1:ArrayData,0.9858572483062744
13ARV240:image1:ArrayData,1.0022215843200684
13ARV240:image1:ArrayData,0.9981777667999268
13ARV240:image1:ArrayData,1.0030159950256348
13ARV240:image1:ArrayData,0.9977560043334961
13ARV240:image1:ArrayData,1.0029516220092773
13ARV240:image1:ArrayData,0.9958806037902832
13ARV240:image1:ArrayData,1.000023603439331
13ARV240:image1:ArrayData,0.9976561069488525
13ARV240:image1:ArrayData,1.0026402473449707
13ARV240:image1:ArrayData,0.9999473094940186
13ARV240:image1:ArrayData,0.997981071472168
13ARV240:image1:ArrayData,1.000281810760498
13ARV240:image1:ArrayData,0.9992356300354004
13ARV240:image1:ArrayData,1.000267505645752
13ARV240:image1:ArrayData,0.9989461898803711
13ARV240:image1:ArrayData,1.0013537406921387
13ARV240:image1:ArrayData,1.0022077560424805
13ARV240:image1:ArrayData,0.9984312057495117
13ARV240:image1:ArrayData,1.000239372253418
13ARV240:image1:ArrayData,0.9995746612548828
13ARV240:image1:ArrayData,1.0001742839813232
13ARV240:image1:ArrayData,0.9982142448425293
13ARV240:image1:ArrayData,1.0019879341125488
13ARV240:image1:ArrayData,0.9989075660705566
13ARV240:image1:ArrayData,1.000957727432251
13ARV240:image1:ArrayData,1.00654935836792
13ARV240:image1:ArrayData,0.9991681575775146
13ARV240:image1:ArrayData,0.9945237636566162
13ARV240:image1:ArrayData,0.9998288154602051
13ARV240:image1:ArrayData,1.0064866542816162
13ARV240:image1:ArrayData,0.9995765686035156
13ARV240:image1:ArrayData,0.9922454357147217
13ARV240:image1:ArrayData,1.00455641746521
13ARV240:image1:ArrayData,0.9960544109344482
13ARV240:image1:ArrayData,1.0022637844085693
13ARV240:image1:ArrayData,0.9985628128051758
13ARV240:image1:ArrayData,1.0015537738800049
13ARV240:image1:ArrayData,0.9998466968536377
13ARV240:image1:ArrayData,1.003316879272461
13ARV240:image1:ArrayData,1.0031547546386719
13ARV240:image1:ArrayData,0.9937541484832764
13ARV240:image1:ArrayData,1.0000457763671875
13ARV240:image1:ArrayData,1.000093936920166
13ARV240:image1:ArrayData,1.0000967979431152
13ARV240:image1:ArrayData,0.9998128414154053
13ARV240:image1:ArrayData,0.999891996383667
13ARV240:image1:ArrayData,0.9958610534667969
13ARV240:image1:ArrayData,1.0050716400146484
13ARV240:image1:ArrayData,0.9997982978820801
13ARV240:image1:ArrayData,1.000269889831543
13ARV240:image1:ArrayData,0.999884843826294
13ARV240:image1:ArrayData,0.9997906684875488
13ARV240:image1:ArrayData,1.0003516674041748
13ARV240:image1:ArrayData,1.0055572986602783
13ARV240:image1:ArrayData,1.0019943714141846
13ARV240:image1:ArrayData,0.9923915863037109
13ARV240:image1:ArrayData,1.00650954246521
13ARV240:image1:ArrayData,0.9989748001098633
13ARV240:image1:ArrayData,0.9973659515380859
13ARV240:image1:ArrayData,0.997312068939209
13ARV240:image1:ArrayData,0.9999196529388428
13ARV240:image1:ArrayData,1.000434398651123
13ARV240:image1:ArrayData,1.002136468887329
13ARV240:image1:ArrayData,0.9982953071594238
13ARV240:image1:ArrayData,1.0053811073303223
13ARV240:image1:ArrayData,0.9947488307952881
13ARV240:image1:ArrayData,1.0042259693145752
13ARV240:image1:ArrayData,0.9957966804504395
13ARV240:image1:ArrayData,1.0024120807647705
13ARV240:image1:ArrayData,1.0000560283660889
13ARV240:image1:ArrayData,1.001067876815796
13ARV240:image1:ArrayData,0.9965624809265137
13ARV240:image1:ArrayData,1.0000929832458496
13ARV240:image1:ArrayData,1.0022063255310059
13ARV240:image1:ArrayData,0.998105525970459
13ARV240:image1:ArrayData,0.9964127540588379
13ARV240:image1:ArrayData,1.0136868953704834
13ARV240:image1:ArrayData,0.990161657333374
13ARV240:image1:ArrayData,0.997422456741333
13ARV240:image1:ArrayData,1.0018565654754639
13ARV240:image1:ArrayData,1.0081226825714111
13ARV240:image1:ArrayData,0.9928257465362549
13ARV240:image1:ArrayData,0.9959890842437744
13ARV240:image1:ArrayData,0.9996216297149658
13ARV240:image1:ArrayData,1.0110461711883545
13ARV240:image1:ArrayData,0.9947690963745117
13ARV240:image1:ArrayData,1.0064005851745605
13ARV240:image1:ArrayData,0.9885687828063965
13ARV240:image1:ArrayData,1.009451150894165
13ARV240:image1:ArrayData,1.0016825199127197
13ARV240:image1:ArrayData,0.999530553817749
13ARV240:image1:ArrayData,0.9953901767730713
13ARV240:image1:ArrayData,0.9976160526275635
13ARV240:image1:ArrayData,1.0144784450531006
13ARV240:image1:ArrayData,0.9857115745544434
13ARV240:image1:ArrayData,1.00197172164917
13ARV240:image1:ArrayData,1.0000176429748535
13ARV240:image1:ArrayData,0.9999654293060303
13ARV240:image1:ArrayData,1.0059895515441895
13ARV240:image1:ArrayData,0.9954783916473389
13ARV240:image1:ArrayData,0.996349573135376
13ARV240:image1:ArrayData,1.0056636333465576
13ARV240:image1:ArrayData,1.0022704601287842
